partner_id,campaign_id,timestamp,ad_slot,clicks,impressions
BrightBlox,BrightBlox_camp_2,2024-04-30,slot_3,40,976
Funables,Funables_camp_9,2024-04-26,slot_3,17,978
PlayPals,PlayPals_camp_10,2024-04-09,slot_1,33,977
ZappyToys,ZappyToys_camp_3,2024-04-11,slot_2,29,992
ZappyToys,ZappyToys_camp_9,2024-04-29,slot_7,21,1051
ZappyToys,ZappyToys_camp_6,2024-04-23,slot_8,36,961
BrightBlox,BrightBlox_camp_9,2024-04-23,slot_3,41,944
PlayPals,PlayPals_camp_10,2024-04-26,slot_2,51,983
PlayPals,PlayPals_camp_9,2024-04-16,slot_6,23,989
ToonJoy,ToonJoy_camp_5,2024-04-16,slot_1,33,998
Funables,Funables_camp_1,2024-04-03,slot_10,36,937
BrightBlox,BrightBlox_camp_10,2024-04-19,slot_2,34,1004
Kidzsy,Kidzsy_camp_3,2024-04-14,slot_8,27,986
MiniMax,MiniMax_camp_2,2024-04-17,slot_6,43,1069
MiniMax,MiniMax_camp_5,2024-04-16,slot_6,39,N/A
BrightBlox,BrightBlox_camp_3,2024-04-12,slot_8,42,1028
MiniMax,MiniMax_camp_7,2024-04-03,slot_4,27,1000
Kidzsy,Kidzsy_camp_2,2024-04-15,slot_10,26,961
Funables,Funables_camp_5,2024-04-29,slot_10,27,
BrightBlox,BrightBlox_camp_1,2024-04-28,slot_2,52,1054
ZappyToys,ZappyToys_camp_8,2024-04-09,slot_6,29,
MiniMax,MiniMax_camp_9,2024-04-15,slot_10,40,972
ZappyToys,ZappyToys_camp_8,2024-04-15,slot_3,33,967
PlayPals,PlayPals_camp_7,2024-04-30,slot_3,44,946
ToonJoy,ToonJoy_camp_5,2024-04-01,slot_8,25,995
ToonJoy,ToonJoy_camp_10,2024-04-25,slot_9,50,997
PlayPals,PlayPals_camp_1,2024-04-19,slot_8,47,977
Funables,Funables_camp_8,28/04/2024,slot_3,42,960
Funables,Funables_camp_2,2024-04-15,slot_9,50,1004
PlayPals,PlayPals_camp_5,2024-04-19,slot_2,23,988
Funables,Funables_camp_3,2024-04-02,slot_8,26,995
MiniMax,MiniMax_camp_9,2024-04-21,slot_6,51,1062
BrightBlox,BrightBlox_camp_3,2024-04-15,slot_4,22,990
ToonJoy,ToonJoy_camp_9,2024-04-13,slot_9,22,1005
BrightBlox,BrightBlox_camp_1,2024-04-04,slot_9,39,1006
Funables,Funables_camp_5,2024-04-24,slot_3,42,N/A
MiniMax,MiniMax_camp_9,2024-04-05,slot_9,57,957
ToonJoy,ToonJoy_camp_8,2024-04-30,slot_1,33,1010
Funables,Funables_camp_10,2024-04-21,slot_5,44,1010
MiniMax,MiniMax_camp_5,2024-04-10,slot_6,35,982
MiniMax,MiniMax_camp_7,2024-04-27,slot_9,47,965
Kidzsy,Kidzsy_camp_4,2024-04-04,slot_6,22,1006
ToonJoy,ToonJoy_camp_4,2024-04-06,slot_10,42,971
ToonJoy,ToonJoy_camp_3,2024-04-17,slot_5,40,932
PlayPals,PlayPals_camp_1,2024-04-03,slot_5,46,983
ZappyToys,ZappyToys_camp_2,2024-04-07,slot_4,49,977
PlayPals,PlayPals_camp_4,2024-04-19,slot_9,31,1021
Kidzsy,Kidzsy_camp_3,2024-04-27,slot_7,38,1024
ToonJoy,ToonJoy_camp_7,2024-04-09,slot_7,29,1052
ToonJoy,ToonJoy_camp_9,2024-04-20,slot_1,35,1015
Funables,Funables_camp_8,2024-04-04,slot_8,42,1002
ToonJoy,ToonJoy_camp_6,2024-04-01,slot_4,40,957
Kidzsy,Kidzsy_camp_2,2024-04-01,slot_7,25,988
BrightBlox,BrightBlox_camp_7,2024-04-28,slot_10,46,1058
BrightBlox,BrightBlox_camp_4,01/04/2024,slot_7,49,1019
ToonJoy,ToonJoy_camp_10,2024-04-25,slot_5,43,1024
MiniMax,MiniMax_camp_2,2024-04-04,slot_8,31,969
BrightBlox,BrightBlox_camp_9,2024-04-22,slot_2,55,1013
PlayPals,PlayPals_camp_1,2024-04-28,slot_7,48,1060
Kidzsy,Kidzsy_camp_2,2024-04-12,slot_4,32,979
ZappyToys,ZappyToys_camp_4,2024-04-01,slot_7,41,1007
ZappyToys,ZappyToys_camp_10,2024-04-15,slot_6,24,992
Funables,Funables_camp_9,2024-04-30,slot_9,38,1016
PlayPals,PlayPals_camp_4,2024-04-24,slot_8,34,1059
Kidzsy,Kidzsy_camp_5,2024-04-13,slot_5,33,1014
PlayPals,PlayPals_camp_9,2024-04-10,slot_1,46,1009
BrightBlox,BrightBlox_camp_4,2024-04-27,slot_6,46,998
MiniMax,MiniMax_camp_6,2024-04-25,slot_3,40,996
Kidzsy,Kidzsy_camp_9,2024-04-09,slot_3,45,1048
Kidzsy,Kidzsy_camp_4,2024-04-23,slot_8,33,1019
ZappyToys,ZappyToys_camp_4,2024-04-04,slot_6,37,1041
BrightBlox,BrightBlox_camp_1,2024-04-08,slot_3,21,1012
PlayPals,PlayPals_camp_8,2024-04-29,slot_5,31,992
MiniMax,MiniMax_camp_7,2024-04-22,slot_7,40,1034
MiniMax,MiniMax_camp_4,2024-04-19,slot_5,22,1027
BrightBlox,BrightBlox_camp_5,2024-04-30,slot_10,25,
PlayPals,PlayPals_camp_7,2024-04-07,slot_4,31,1010
BrightBlox,BrightBlox_camp_3,2024-04-09,slot_9,38,1020
PlayPals,PlayPals_camp_2,2024-04-07,slot_5,39,993
ToonJoy,ToonJoy_camp_1,2024-04-10,slot_5,25,934
Funables,Funables_camp_2,10/04/2024,slot_8,34,990
ZappyToys,ZappyToys_camp_3,2024-04-21,slot_3,33,975
BrightBlox,BrightBlox_camp_2,2024-04-01,slot_10,45,942
ZappyToys,ZappyToys_camp_2,2024-04-24,slot_7,15,1055
ZappyToys,ZappyToys_camp_3,2024-04-23,slot_6,59,1018
MiniMax,MiniMax_camp_3,2024-04-05,slot_3,28,993
Funables,Funables_camp_6,2024-04-09,slot_6,34,1026
Kidzsy,Kidzsy_camp_4,2024-04-10,slot_2,27,946
Funables,Funables_camp_2,2024-04-11,slot_9,52,1015
Kidzsy,Kidzsy_camp_6,2024-04-03,slot_8,35,1009
MiniMax,MiniMax_camp_5,07/04/2024,slot_10,25,947
Funables,Funables_camp_3,2024-04-02,slot_2,51,956
MiniMax,MiniMax_camp_7,2024-04-13,slot_10,,982
Kidzsy,Kidzsy_camp_4,2024-04-09,slot_3,48,997
MiniMax,MiniMax_camp_4,2024-04-27,slot_7,30,1041
Kidzsy,Kidzsy_camp_3,2024-04-27,slot_10,25,1031
ZappyToys,ZappyToys_camp_10,2024-04-17,slot_8,39,983
ZappyToys,ZappyToys_camp_6,2024-04-27,slot_2,34,1026
PlayPals,PlayPals_camp_3,2024-04-29,slot_3,21,1025
Kidzsy,Kidzsy_camp_7,2024-04-10,slot_4,23,966
Funables,Funables_camp_5,2024-04-30,slot_6,41,991
PlayPals,PlayPals_camp_2,2024-04-26,slot_8,40,965
PlayPals,PlayPals_camp_7,2024-04-17,slot_1,34,1032
Kidzsy,Kidzsy_camp_5,2024-04-14,slot_2,35,
PlayPals,PlayPals_camp_5,2024-04-01,slot_8,33,976
MiniMax,MiniMax_camp_6,2024-04-19,slot_5,29,983
BrightBlox,BrightBlox_camp_7,2024-04-06,slot_10,23,1033
Kidzsy,Kidzsy_camp_1,2024-04-03,slot_2,26,1006
ToonJoy,ToonJoy_camp_5,2024-04-29,slot_6,9,980
ZappyToys,ZappyToys_camp_3,2024-04-04,slot_1,54,911
PlayPals,PlayPals_camp_6,2024-04-21,slot_9,30,1026
PlayPals,PlayPals_camp_4,2024-04-25,slot_1,48,1042
MiniMax,MiniMax_camp_1,2024-04-21,slot_8,37,962
Funables,Funables_camp_5,2024-04-13,slot_2,21,960
Funables,Funables_camp_2,2024-04-22,slot_8,26,990
PlayPals,PlayPals_camp_9,2024-04-27,slot_1,19,954
Kidzsy,Kidzsy_camp_10,2024-04-16,slot_3,29,980
PlayPals,PlayPals_camp_5,2024-04-11,slot_8,41,1034
BrightBlox,BrightBlox_camp_5,2024-04-02,slot_3,42,1028
Kidzsy,Kidzsy_camp_2,2024-04-16,slot_3,33,1015
MiniMax,MiniMax_camp_4,2024-04-01,slot_6,22,987
ToonJoy,ToonJoy_camp_10,2024-04-23,slot_8,32,967
Kidzsy,Kidzsy_camp_7,2024-04-28,slot_3,34,965
ToonJoy,ToonJoy_camp_2,2024-04-13,slot_10,42,991
PlayPals,PlayPals_camp_8,2024-04-06,slot_2,43,987
Funables,Funables_camp_4,2024-04-19,slot_4,27,1022
Kidzsy,Kidzsy_camp_5,2024-04-09,slot_4,36,992
ZappyToys,ZappyToys_camp_7,2024-04-21,slot_5,46,977
br1ghtblox,BrightBlox_camp_4,2024-04-10,slot_7,29,969
PlayPals,PlayPals_camp_6,2024-04-13,slot_8,41,999
ToonJoy,ToonJoy_camp_3,12/04/2024,slot_5,35,
PlayPals,PlayPals_camp_2,2024-04-06,slot_9,35,971
PlayPals,PlayPals_camp_1,2024-04-14,slot_9,33,1040
MiniMax,MiniMax_camp_9,2024-04-10,slot_2,29,996
BrightBlox,BrightBlox_camp_6,2024-04-27,slot_7,43,1003
ToonJoy,ToonJoy_camp_8,2024-04-09,slot_2,21,1006
PlayPals,PlayPals_camp_2,2024-04-05,slot_1,22,963
ZappyToys,ZappyToys_camp_7,2024-04-06,slot_8,35,1007
BrightBlox,BrightBlox_camp_10,2024-04-13,slot_4,52,1061
ToonJoy,ToonJoy_camp_2,2024-04-27,slot_10,49,1009
Kidzsy,Kidzsy_camp_7,2024-04-07,slot_6,20,1015
BrightBlox,BrightBlox_camp_8,2024-04-24,slot_1,26,989
ToonJoy,ToonJoy_camp_6,2024-04-09,slot_3,45,
ZappyToys,ZappyToys_camp_9,2024-04-10,slot_9,32,998
MiniMax,MiniMax_camp_9,2024-04-16,slot_7,39,1023
ToonJoy,ToonJoy_camp_7,2024-04-12,slot_4,24,1005
PlayPals,PlayPals_camp_7,2024-04-14,slot_3,41,993
PlayPals,PlayPals_camp_8,2024-04-26,slot_3,24,943
BrightBlox,BrightBlox_camp_3,2024-04-25,slot_9,33,1027
ZappyToys,ZappyToys_camp_1,2024-04-24,slot_7,38,999
Kidzsy,Kidzsy_camp_2,2024-04-06,slot_6,49,1022
ToonJoy,ToonJoy_camp_2,2024-04-20,slot_4,14,1010
Funables,Funables_camp_4,2024-04-25,slot_8,34,966
ZappyToys,ZappyToys_camp_3,2024-04-21,slot_8,35,1008
PlayPals,PlayPals_camp_7,2024-04-14,slot_7,33,1089
ZappyToys,ZappyToys_camp_9,2024-04-22,slot_10,24,
Kidzsy,Kidzsy_camp_10,2024-04-28,slot_4,31,1013
Funables,Funables_camp_2,2024-04-13,slot_10,43,964
MiniMax,MiniMax_camp_1,2024-04-14,slot_10,34,994
PlayPals,PlayPals_camp_3,2024-04-19,slot_6,null,941
MiniMax,MiniMax_camp_7,2024-04-24,slot_7,null,1014
MiniMax,MiniMax_camp_8,2024-04-22,slot_6,21,990
Funables,Funables_camp_9,2024-04-06,slot_8,29,N/A
PlayPals,PlayPals_camp_8,2024-04-07,slot_10,41,991
BrightBlox,BrightBlox_camp_8,2024-04-20,slot_5,33,972
Kidzsy,Kidzsy_camp_8,2024-04-04,slot_9,32,1010
ToonJoy,ToonJoy_camp_10,2024-04-13,slot_7,39,1038
BrightBlox,BrightBlox_camp_5,2024-04-15,slot_7,17,975
MiniMax,MiniMax_camp_2,2024-04-30,slot_2,28,1053
ZappyToys,ZappyToys_camp_5,2024-04-26,slot_9,41,984
Kidzsy,Kidzsy_camp_8,2024-04-23,slot_6,53,964
MiniMax,MiniMax_camp_6,2024-04-10,slot_8,31,984
ToonJoy,ToonJoy_camp_2,2024-04-08,slot_1,57,1031
ZappyToys,ZappyToys_camp_6,2024-04-16,slot_3,24,981
PlayPals,PlayPals_camp_2,2024-04-15,slot_3,35,976
ToonJoy,ToonJoy_camp_2,2024-04-30,slot_2,40,1012
Funables,Funables_camp_6,2024-04-20,slot_7,10,923
Funables,Funables_camp_2,2024-04-15,slot_3,53,1037
ToonJoy,ToonJoy_camp_3,2024-04-05,slot_10,45,988
ZappyToys,ZappyToys_camp_10,2024-04-05,slot_5,59,1040
BrightBlox,BrightBlox_camp_3,2024-04-15,slot_8,21,967
BrightBlox,BrightBlox_camp_9,2024-04-04,slot_9,26,970
BrightBlox,BrightBlox_camp_3,2024-04-25,slot_6,40,989
ToonJoy,ToonJoy_camp_10,2024-04-26,slot_2,42,1016
PlayPals,PlayPals_camp_4,2024-04-03,slot_10,34,996
Funables,Funables_camp_8,2024-04-05,slot_5,46,995
MiniMax,MiniMax_camp_10,2024-04-07,slot_8,52,1017
ToonJoy,ToonJoy_camp_8,2024-04-03,slot_1,23,1049
Kidzsy,Kidzsy_camp_10,2024-04-04,slot_1,48,1061
ToonJoy,ToonJoy_camp_10,2024-04-04,slot_9,37,999
Kidzsy,Kidzsy_camp_6,2024-04-30,slot_1,42,1014
Funables,Funables_camp_7,2024-04-27,slot_9,38,974
Funables,Funables_camp_4,2024-04-10,slot_7,41,1017
PlayPals,PlayPals_camp_7,2024-04-22,slot_2,28,1023
BrightBlox,BrightBlox_camp_8,2024-04-20,slot_8,39,975
MiniMax,MiniMax_camp_6,2024-04-12,slot_2,46,1053
BrightBlox,BrightBlox_camp_4,2024-04-13,slot_9,34,1030
Funables,Funables_camp_2,2024-04-20,slot_1,18,1002
Funables,Funables_camp_10,2024-04-10,slot_6,32,1006
MiniMax,MiniMax_camp_2,2024-04-27,slot_5,27,994
Funables,Funables_camp_4,2024-04-10,slot_9,46,1020
BrightBlox,BrightBlox_camp_5,2024-04-20,slot_1,35,997
ToonJoy,ToonJoy_camp_8,2024-04-08,slot_3,37,955
MiniMax,MiniMax_camp_7,2024-04-04,slot_6,52,1000
ZappyToys,ZappyToys_camp_2,2024-04-07,slot_2,40,1029
k1dzsy,Kidzsy_camp_4,2024-04-07,slot_7,33,1008
ToonJoy,ToonJoy_camp_4,2024-04-24,slot_6,44,985
Funables,Funables_camp_1,2024-04-02,slot_10,36,977
PlayPals,PlayPals_camp_4,2024-04-25,slot_2,19,981
Funables,Funables_camp_6,2024-04-05,slot_1,43,1016
fun@bles,Funables_camp_6,2024-04-18,slot_9,22,1052
BrightBlox,BrightBlox_camp_1,01/04/2024,slot_8,32,1010
BrightBlox,BrightBlox_camp_2,2024-04-14,slot_5,26,951
BrightBlox,BrightBlox_camp_6,2024-04-25,slot_4,39,995
ZappyToys,ZappyToys_camp_1,2024-04-14,slot_5,49,1004
MiniMax,MiniMax_camp_4,2024-04-10,slot_1,35,1008
Funables,Funables_camp_4,2024-04-25,slot_4,37,
BrightBlox,BrightBlox_camp_10,2024-04-16,slot_9,43,1023
PlayPals,PlayPals_camp_7,2024-04-03,slot_4,33,
ToonJoy,ToonJoy_camp_4,2024-04-19,slot_2,42,992
ZappyToys,ZappyToys_camp_1,2024-04-26,slot_10,44,1006
ToonJoy,ToonJoy_camp_5,2024-04-02,slot_4,21,997
ZappyToys,ZappyToys_camp_4,2024-04-13,slot_1,67,996
Funables,Funables_camp_6,30/04/2024,slot_2,21,937
ZappyToys,ZappyToys_camp_2,2024-04-21,slot_1,44,983
PlayPals,PlayPals_camp_9,2024-04-26,slot_9,34,1028
BrightBlox,BrightBlox_camp_9,2024-04-12,slot_5,39,1011
Kidzsy,Kidzsy_camp_6,2024-04-25,slot_10,39,987
ToonJoy,ToonJoy_camp_6,2024-04-02,slot_7,39,995
PlayPals,PlayPals_camp_7,2024-04-02,slot_10,25,1013
MiniMax,MiniMax_camp_5,2024-04-27,slot_2,32,997
ZappyToys,ZappyToys_camp_9,2024-04-23,slot_5,47,1051
BrightBlox,BrightBlox_camp_10,2024-04-12,slot_6,37,1018
Funables,Funables_camp_4,2024-04-13,slot_2,,1034
MiniMax,MiniMax_camp_4,2024-04-17,slot_5,37,N/A
ToonJoy,ToonJoy_camp_2,2024-04-05,slot_3,27,977
Kidzsy,Kidzsy_camp_2,2024-04-04,slot_7,34,1024
ZappyToys,ZappyToys_camp_6,2024-04-17,slot_10,28,1000
ToonJoy,ToonJoy_camp_2,2024-04-13,slot_9,26,N/A
ZappyToys,ZappyToys_camp_9,2024-04-08,slot_7,45,1010
Funables,Funables_camp_10,2024-04-15,slot_5,28,N/A
BrightBlox,BrightBlox_camp_3,2024-04-08,slot_1,50,1048
PlayPals,PlayPals_camp_7,2024-04-06,slot_7,59,953
PlayPals,PlayPals_camp_8,2024-04-19,slot_3,null,981
Kidzsy,Kidzsy_camp_5,2024-04-20,slot_3,30,1039
MiniMax,MiniMax_camp_2,2024-04-14,slot_10,38,984
MiniMax,MiniMax_camp_1,2024-04-04,slot_2,45,964
PlayPals,PlayPals_camp_2,2024-04-09,slot_7,56,1016
PlayPals,PlayPals_camp_6,2024-04-13,slot_9,19,989
ToonJoy,ToonJoy_camp_10,2024-04-08,slot_8,16,1003
Funables,Funables_camp_8,2024-04-23,slot_5,51,999
Kidzsy,Kidzsy_camp_7,2024-04-06,slot_2,null,1015
MiniMax,MiniMax_camp_6,2024-04-22,slot_9,48,1000
MiniMax,MiniMax_camp_6,2024-04-05,slot_5,47,1002
ToonJoy,ToonJoy_camp_8,2024-04-29,slot_2,43,1030
ZappyToys,ZappyToys_camp_6,2024-04-16,slot_9,51,981
Kidzsy,Kidzsy_camp_2,2024-04-20,slot_8,39,1002
ToonJoy,ToonJoy_camp_1,2024-04-11,slot_2,44,1021
ToonJoy,ToonJoy_camp_4,2024-04-16,slot_9,26,1027
PlayPals,PlayPals_camp_7,2024-04-05,slot_3,40,946
BrightBlox,BrightBlox_camp_6,2024-04-09,slot_6,47,961
ZappyToys,ZappyToys_camp_3,2024-04-27,slot_9,null,1036
ZappyToys,ZappyToys_camp_7,2024-04-26,slot_5,13,N/A
ZappyToys,ZappyToys_camp_10,2024-04-19,slot_10,41,970
Kidzsy,Kidzsy_camp_8,2024-04-28,slot_7,39,961
Funables,Funables_camp_7,2024-04-20,slot_8,30,1016
BrightBlox,BrightBlox_camp_6,2024-04-22,slot_6,28,950
ZappyToys,ZappyToys_camp_3,2024-04-21,slot_9,28,977
Funables,Funables_camp_4,2024-04-12,slot_5,27,971
PlayPals,PlayPals_camp_4,2024-04-04,slot_6,37,1005
ToonJoy,ToonJoy_camp_6,2024-04-16,slot_2,38,977
PlayPals,PlayPals_camp_6,2024-04-28,slot_5,54,976
Funables,Funables_camp_3,11/04/2024,slot_5,53,965
ZappyToys,ZappyToys_camp_3,2024-04-15,slot_5,24,956
BrightBlox,BrightBlox_camp_8,2024-04-28,slot_4,41,1005
ZappyToys,ZappyToys_camp_9,05/04/2024,slot_4,52,990
Funables,Funables_camp_5,2024-04-03,slot_2,27,1001
Kidzsy,Kidzsy_camp_7,2024-04-17,slot_10,27,1013
PlayPals,PlayPals_camp_7,2024-04-08,slot_6,50,972
ZappyToys,ZappyToys_camp_3,2024-04-17,slot_1,31,981
Funables,Funables_camp_6,2024-04-16,slot_1,37,965
ZappyToys,ZappyToys_camp_1,2024-04-06,slot_3,56,1009
Kidzsy,Kidzsy_camp_6,2024-04-16,slot_5,38,1051
k1dzsy,Kidzsy_camp_4,2024-04-25,slot_7,19,1002
Funables,Funables_camp_6,2024-04-17,slot_10,31,973
ZappyToys,ZappyToys_camp_6,2024-04-12,slot_6,33,
BrightBlox,BrightBlox_camp_3,2024-04-22,slot_3,25,1023
ZappyToys,ZappyToys_camp_2,2024-04-03,slot_2,47,1012
Funables,Funables_camp_9,2024-04-01,slot_3,41,1030
ZappyToys,ZappyToys_camp_2,2024-04-02,slot_2,41,998
Funables,Funables_camp_2,2024-04-29,slot_5,37,1018
Funables,Funables_camp_2,2024-04-21,slot_9,25,1019
Funables,Funables_camp_3,2024-04-10,slot_7,26,961
Kidzsy,Kidzsy_camp_3,2024-04-15,slot_4,34,1004
Kidzsy,Kidzsy_camp_3,2024-04-28,slot_2,50,983
ToonJoy,ToonJoy_camp_9,2024-04-20,slot_6,53,989
MiniMax,MiniMax_camp_8,2024-04-12,slot_1,30,N/A
ToonJoy,ToonJoy_camp_9,2024-04-04,slot_2,45,1021
BrightBlox,BrightBlox_camp_10,2024-04-05,slot_1,22,998
BrightBlox,BrightBlox_camp_4,2024-04-12,slot_9,35,1020
PlayPals,PlayPals_camp_6,2024-04-02,slot_8,24,1030
Funables,Funables_camp_7,2024-04-20,slot_3,47,982
ZappyToys,ZappyToys_camp_5,2024-04-30,slot_3,28,973
ZappyToys,ZappyToys_camp_1,2024-04-12,slot_3,38,1010
BrightBlox,BrightBlox_camp_6,2024-04-07,slot_7,43,982
BrightBlox,BrightBlox_camp_5,2024-04-10,slot_5,14,987
ToonJoy,ToonJoy_camp_10,2024-04-14,slot_5,24,971
PlayPals,PlayPals_camp_10,2024-04-17,slot_7,40,1041
PlayPals,PlayPals_camp_3,2024-04-26,slot_6,35,986
Funables,Funables_camp_5,2024-04-14,slot_6,45,989
ZappyToys,ZappyToys_camp_7,2024-04-12,slot_3,53,1009
Kidzsy,Kidzsy_camp_7,2024-04-07,slot_1,39,1002
ZappyToys,ZappyToys_camp_9,2024-04-07,slot_4,40,985
Funables,Funables_camp_1,2024-04-19,slot_5,41,1013
ZappyToys,ZappyToys_camp_9,2024-04-09,slot_3,19,959
Kidzsy,Kidzsy_camp_3,2024-04-01,slot_6,29,1012
Funables,Funables_camp_5,2024-04-02,slot_10,34,983
ZappyToys,ZappyToys_camp_3,2024-04-23,slot_9,56,1024
Funables,Funables_camp_4,2024-04-11,slot_6,19,1022
ZappyToys,ZappyToys_camp_6,2024-04-20,slot_8,31,943
BrightBlox,BrightBlox_camp_1,2024-04-21,slot_1,31,973
ZappyToys,ZappyToys_camp_7,2024-04-19,slot_8,50,991
ZappyToys,ZappyToys_camp_6,2024-04-16,slot_1,27,965
BrightBlox,BrightBlox_camp_9,2024-04-15,slot_4,29,949
BrightBlox,BrightBlox_camp_10,2024-04-01,slot_10,32,1026
ToonJoy,ToonJoy_camp_5,2024-04-09,slot_9,37,1068
MiniMax,MiniMax_camp_3,2024-04-20,slot_7,33,992
ZappyToys,ZappyToys_camp_10,2024-04-11,slot_9,27,1017
BrightBlox,BrightBlox_camp_10,2024-04-14,slot_10,32,1032
ZappyToys,ZappyToys_camp_9,2024-04-02,slot_1,30,939
MiniMax,MiniMax_camp_8,2024-04-24,slot_4,34,1017
PlayPals,PlayPals_camp_10,2024-04-11,slot_1,50,1055
ToonJoy,ToonJoy_camp_3,2024-04-24,slot_7,38,1021
ToonJoy,ToonJoy_camp_5,2024-04-14,slot_3,18,946
Kidzsy,Kidzsy_camp_3,2024-04-13,slot_9,28,999
Kidzsy,Kidzsy_camp_6,2024-04-28,slot_9,23,994
MiniMax,MiniMax_camp_7,2024-04-02,slot_6,29,1062
ZappyToys,ZappyToys_camp_5,2024-04-18,slot_9,40,1009
MiniMax,MiniMax_camp_10,2024-04-23,slot_2,14,968
MiniMax,MiniMax_camp_3,2024-04-12,slot_7,27,1042
PlayPals,PlayPals_camp_8,2024-04-17,slot_2,28,993
MiniMax,MiniMax_camp_5,2024-04-23,slot_10,32,957
ToonJoy,ToonJoy_camp_2,2024-04-01,slot_3,21,1015
Funables,Funables_camp_7,2024-04-14,slot_8,22,N/A
ToonJoy,ToonJoy_camp_8,2024-04-10,slot_1,33,989
BrightBlox,BrightBlox_camp_9,2024-04-17,slot_10,26,1030
PlayPals,PlayPals_camp_7,2024-04-21,slot_8,56,1005
PlayPals,PlayPals_camp_1,2024-04-20,slot_4,25,1003
Kidzsy,Kidzsy_camp_7,2024-04-01,slot_4,35,983
Funables,Funables_camp_7,2024-04-06,slot_10,35,957
MiniMax,MiniMax_camp_10,2024-04-08,slot_1,63,1036
BrightBlox,BrightBlox_camp_5,11/04/2024,slot_1,25,N/A
PlayPals,PlayPals_camp_3,2024-04-18,slot_2,33,1061
ToonJoy,ToonJoy_camp_6,2024-04-09,slot_8,21,980
BrightBlox,BrightBlox_camp_10,2024-04-17,slot_3,25,
Funables,Funables_camp_1,2024-04-24,slot_1,46,1004
Kidzsy,Kidzsy_camp_2,2024-04-17,slot_7,39,1016
Funables,Funables_camp_3,2024-04-24,slot_10,27,1017
Kidzsy,Kidzsy_camp_10,2024-04-17,slot_9,43,
Kidzsy,Kidzsy_camp_9,2024-04-17,slot_8,36,975
BrightBlox,BrightBlox_camp_6,29/04/2024,slot_10,39,987
Funables,Funables_camp_10,2024-04-02,slot_2,34,991
ToonJoy,ToonJoy_camp_4,2024-04-19,slot_9,33,1000
BrightBlox,BrightBlox_camp_7,2024-04-12,slot_1,35,1074
MiniMax,MiniMax_camp_2,2024-04-02,slot_8,25,996
ToonJoy,ToonJoy_camp_10,2024-04-16,slot_2,56,994
MiniMax,MiniMax_camp_2,2024-04-29,slot_2,47,977
PlayPals,PlayPals_camp_5,2024-04-25,slot_8,32,
PlayPals,PlayPals_camp_2,2024-04-05,slot_3,18,1034
Kidzsy,Kidzsy_camp_5,2024-04-12,slot_10,47,971
ToonJoy,ToonJoy_camp_8,2024-04-23,slot_9,null,994
BrightBlox,BrightBlox_camp_8,2024-04-02,slot_2,15,1011
ToonJoy,ToonJoy_camp_1,2024-04-17,slot_9,21,955
Funables,Funables_camp_7,2024-04-21,slot_3,40,996
MiniMax,MiniMax_camp_5,2024-04-17,slot_9,35,990
PlayPals,PlayPals_camp_7,2024-04-25,slot_5,48,1052
MiniMax,MiniMax_camp_4,2024-04-26,slot_7,28,942
BrightBlox,BrightBlox_camp_5,2024-04-09,slot_9,36,1093
MiniMax,MiniMax_camp_7,2024-04-06,slot_2,,986
ToonJoy,ToonJoy_camp_4,2024-04-28,slot_9,54,990
Kidzsy,Kidzsy_camp_1,2024-04-14,slot_3,43,1047
Kidzsy,Kidzsy_camp_6,2024-04-12,slot_6,31,1016
BrightBlox,BrightBlox_camp_10,2024-04-04,slot_3,40,1030
BrightBlox,BrightBlox_camp_7,2024-04-25,slot_5,25,984
PlayPals,PlayPals_camp_5,2024-04-30,slot_3,44,1006
PlayPals,PlayPals_camp_3,2024-04-18,slot_9,25,1007
ToonJoy,ToonJoy_camp_3,2024-04-29,slot_6,null,971
ToonJoy,ToonJoy_camp_1,2024-04-28,slot_8,33,998
PlayPals,PlayPals_camp_9,2024-04-13,slot_5,42,965
ZappyToys,ZappyToys_camp_8,2024-04-28,slot_5,40,967
Funables,Funables_camp_7,2024-04-28,slot_8,38,975
BrightBlox,BrightBlox_camp_5,2024-04-04,slot_3,25,985
Kidzsy,Kidzsy_camp_10,2024-04-15,slot_10,24,984
BrightBlox,BrightBlox_camp_8,2024-04-28,slot_2,27,1037
MiniMax,MiniMax_camp_8,2024-04-16,slot_10,33,1040
Funables,Funables_camp_3,2024-04-29,slot_5,28,1007
PlayPals,PlayPals_camp_1,2024-04-05,slot_1,43,999
ToonJoy,ToonJoy_camp_8,2024-04-15,slot_1,26,1034
Funables,Funables_camp_1,2024-04-15,slot_7,23,991
Funables,Funables_camp_5,2024-04-03,slot_8,41,984
Kidzsy,Kidzsy_camp_9,2024-04-03,slot_5,38,1029
ToonJoy,ToonJoy_camp_9,2024-04-24,slot_10,38,1013
MiniMax,MiniMax_camp_3,2024-04-22,slot_7,42,992
Funables,Funables_camp_2,2024-04-18,slot_1,33,993
Funables,Funables_camp_4,2024-04-12,slot_7,33,1016
ToonJoy,ToonJoy_camp_6,2024-04-21,slot_5,41,1042
Kidzsy,Kidzsy_camp_8,2024-04-05,slot_1,36,998
PlayPals,PlayPals_camp_5,2024-04-27,slot_1,26,992
Funables,Funables_camp_6,2024-04-01,slot_3,25,1000
ZappyToys,ZappyToys_camp_5,2024-04-30,slot_4,19,972
Kidzsy,Kidzsy_camp_4,2024-04-18,slot_5,28,1016
